APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,155107,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,43469,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,83706,1
T3,CompanySponsored,C1200,Preservation,Trust,1,10000-24999,N,5000,0
T3,Independent,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,60174,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,10000-24999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,11495,1
T3,Independent,Other,Preservation,Association,1,0,N,17132,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,87582,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,277875,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C3000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,97565,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,79372,1
T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,8928,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T19,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,10000-24999,N,14000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,3858670,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,210432,1
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,46086,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Trust,1,25000-99999,N,12512,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,32009,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,118607,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,169575,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,670764,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,560712,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,757210,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,496484,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,773929,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,844811,1
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,126117,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,766819,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,703068,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1119058,1
T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,823417,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,666704,1
T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,17018,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,340940,1
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,6727,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,7143,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,31241,0
T3,Independent,Other,Preservation,Trust,1,10000-24999,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,23069,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Heathcare,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Trust,1,10000-24999,N,13844,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T4,Independent,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,10000-24999,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6100,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,37905,0
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,6335,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Trust,1,1-9999,N,5366,1
T6,Independent,C3000,ProductDev,Trust,1,25000-99999,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,95912,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,1
T6,Independent,C1000,ProductDev,Association,1,1-9999,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,124332,1
T19,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,16060,0
T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,117592,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,10966,0
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,23906,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,1-9999,N,12654,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5928,1
T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,14194,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,58137,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T19,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,85103,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,35408,0
